2017-11-30,国泰君安      ,601636,旗滨集团 ,"推荐旗滨集团:浮法格局改善,旗滨开启2.0时代"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004972/index.phtml,sina,
2017-11-30,方正证券      ,002373,千方科技 ,"推荐千方科技:添加安防赛道,成长空间打开"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004970/index.phtml,sina,
2017-11-30,广发证券      ,600195,中牧股份 ,推荐中牧股份:市场化初见成效老牌动保龙头再启航                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004967/index.phtml,sina,
2017-11-30,西部证券      ,600036,招商银行 ,"推荐招商银行首次覆盖:借力金融科技引领财富管理转型,估值溢价提升"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004961/index.phtml,sina,
2017-11-30,联讯证券      ,300251,光线传媒 ,"建议关注各子板块的领导者,如内容领域的光线传媒(300251"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004955/index.phtml,sina,
2017-11-30,东北证券      ,603711,香飘飘  ,"香飘飘长期专注于杯装奶茶产品细分领域,建立了强大的品牌优势"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004953/index.phtml,sina,
2017-11-30,东北证券      ,603711,香飘飘  ,"推荐香飘飘:杯装奶茶龙头,渠道深耕和新品开发助力增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004953/index.phtml,sina,
2017-11-30,东北证券      ,603711,香飘飘  ,"推荐香飘飘:杯装奶茶龙头,渠道深耕和新品开发助力增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004953/index.phtml,sina,
2017-11-30,天风证券      ,600887,伊利股份 ,"推荐伊利股份:强者恒强,龙头优势持续凸显"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004947/index.phtml,sina,
2017-11-30,天风证券      ,600887,伊利股份 ,"推荐伊利股份:强者恒强,龙头优势持续凸显"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004947/index.phtml,sina,
2017-11-30,申万宏源      ,600567,山鹰纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,000488,晨鸣纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,002078,太阳纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,600567,山鹰纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,000488,晨鸣纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,002078,太阳纸业 ,"
    整体供需格局未破坏,18年更看重企业的持续增长能力,龙头新项目落地(内生或外延等形式),估值具有优势,龙头盈利能力持续性更强,看好文化纸 晨鸣纸业、太阳纸业,箱板瓦楞纸山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,600337,美克家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,603816,顾家家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,603833,欧派家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,000910,大亚圣象 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,002572,索菲亚  ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,600337,美克家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,603816,顾家家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,603833,欧派家居 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
2017-11-30,申万宏源      ,000910,大亚圣象 ,"推荐:定制领域看好龙头的市占率提升能力:索菲亚(9月起衣柜和橱柜部分产品加大市场营销力度,加快行业整合步伐,预计17Q4订单增长将有所提速(双十一订单大幅增长);近期公司股价调整,目前股价对应2017-2018年PE 分别为35倍和26倍,可基于长期逐步配置),欧派家居(定制橱柜行业龙头,规模优势突出,衣柜业务快速发力,加快开店,稳步推进大家居战略,17Q3橱柜、衣柜业务发展加速);成品家居估值相对较低,未来增速稳健,看好:顾家家居(主打产品沙发受益于行业集中度提升;循序渐进拓展品类扩张,打造优势产品矩阵,新品类快速增长,转型平台型公司有望穿越周期),美克家居(收入逐季提速,持续推进多品牌多品类战略,股权激励增长目标提供安全边际,新一期员工持股计划购买完成)、大亚圣象(三四五线城市渠道充分下沉+旧房翻新占比高,对地产调控不敏感"                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4004941/index.phtml,sina,
