2018-03-07,中金公司    ,600273,嘉化能源 ,嘉化能源(600273)重组预案修订稿出炉-180307                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,太平洋证券   ,000895,双汇发展 ,双汇发展（000895）释放成本红利，步入增长新周期-180306                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中信建投    ,002925,盈趣科技 ,盈趣科技（002925）电子烟供应龙头，智控创新驱成长-180307                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,新时代证券   ,002878,元隆雅图 ,元隆雅图（002878）促销品行业龙头，依托品牌大客户确立赛道优势-180306                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中金公司    ,600809,山西汾酒 ,"山西汾酒(600809)机制真正转变,聚焦青花发力全国-180306"                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中金公司    ,600547,山东黄金 ,"山东黄金(600547)2017年产量增长20%,收购金矿开始贡献利润-180306"                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中金公司    ,300527,华舟应急 ,"华舟应急(300527)拟收购核应急资产,成立应急服务公司,向应急产业多领域拓展-180307"                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,申万宏源    ,000425,徐工机械 ,徐工机械(000425)起重机行业绝对龙头，投资工程机械新周期，首次覆盖，“增持”评级-180306                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,申万宏源    ,000963,华东医药 ,华东医药(000963)公司设立海外科研办事机构，加速创新转型-180306                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,申万宏源    ,600104,上汽集团 ,上汽集团(600104)淡季不淡、2月销量同比9%超预期，新四化布局领先-180306                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,申万宏源    ,002876,三利谱  ,三利谱(002876)推出员工持股计划完善激励机制，偏光片国产化最受益标的，维持“增持”评级-180306                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,招商证券    ,600066,宇通客车 ,宇通客车（600066）2月销量同比增加39%，18Q1有望迎来开门红-180306                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,光大证券    ,000725,京东方A ,京东方A（000725）大国重器，京东方引领国内面板产业崛起-180306                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中金公司    ,300065,海兰信  ,"海兰信(300065)完成一次反馈意见回复,关注资产整合后续进展-180307"                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中航证券    ,300347,泰格医药 ,泰格医药（300347）收入逐季提速，业绩快速增长-180226                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,中航证券    ,002262,恩华药业 ,恩华药业（002262）受益收入结构变化，利润快速增长-180228                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,国金证券    ,300320,海达股份 ,海达股份（300320）橡胶部件龙头，产品渐次布局、进入成长期-180306                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,国金证券    ,002773,康弘药业 ,康弘药业（002773）康柏西普进医保放量可期，化药中药稳定增长-180304                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,东北证券    ,000802,北京文化 ,北京文化（000802）业绩承诺到期，主营依旧稳增-180306                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p1/                                                            ,51pdf,
2018-03-07,东北证券    ,002013,中航机电 ,中航机电（002013）主营业务稳步增长，盈利能力持续提升-180307                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,东兴证券    ,002013,中航机电 ,"中航机电(002013)年报点评：业绩受到合资事项影响,看好未来业绩成长与资产整合-180306"                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,方正证券    ,600566,济川药业 ,济川药业（600566）17年整体经营稳健向上，流感带来18Q1业绩显著超预期-180305                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,方正证券    ,002013,中航机电 ,中航机电（002013）业绩受一次性所得税影响，仍看好公司航空机电业务与平台价值-180305                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,广发证券    ,002013,中航机电 ,"中航机电(002013)合资评估增值导致业绩微降,长期看好公司平台价值-180307"                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,国海证券    ,002833,弘亚数控 ,弘亚数控（002833）2017年业绩符合预期，持续关注2018年业绩-180306                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,光大证券    ,002121,科陆电子 ,科陆电子（002121）各项业务进入上升期，18年有望迎来丰收-180306                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,天风证券    ,300628,亿联网络 ,亿联网络（300628）全球UC终端独角兽，立足音频放眼视频-180306                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,天风证券    ,601607,上海医药 ,上海医药（601607）如虎添翼，强者更强-180306                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,信达证券    ,600754,锦江股份 ,锦江股份（600754）锦江股份1月经营数据点评-180306                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,东吴证券    ,002709,天赐材料 ,天赐材料（002709）业绩低点已现，锂电材料闭环初现-180306                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,国金证券    ,002769,普路通  ,普路通（002769）优质供应链服务商，充分受益小米逆袭-180306                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,国金证券    ,603018,中设集团 ,中设集团（603018）业绩高增回款提速，估值洼地修复可期-180307                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,中泰证券    ,603833,欧派家居 ,欧派家居（603833）定制家居黄金时代，全线拓展王者气派-180306                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,天风证券    ,600867,通化东宝 ,通化东宝（600867）门冬胰岛素即将报产，糖尿病用药持续扩充-180306                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,方正证券    ,300133,华策影视 ,华策影视（300133）实际控制人之女受让员工持股计划，彰显对公司未来发展的信心-180306                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,中泰证券    ,300316,晶盛机电 ,晶盛机电（300316）一季度业绩同比翻番增长；8.58亿元光伏单晶炉合同落地-180307                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,中泰证券    ,600048,保利地产 ,保利地产（600048）淡月销售超预期，重申“确定性”三重击-180307                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,招商证券    ,600728,佳都科技 ,佳都科技（600728）人脸识别重器，技术+场景推动AI变现-180304                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p2/                                                            ,51pdf,
2018-03-07,国信证券    ,300433,蓝思科技 ,蓝思科技(300433)玻璃盖板龙头再次迎来美好时代-180306                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-07,海通证券    ,600867,通化东宝 ,通化东宝(600867)公司公告点评-门冬胰岛素临床试验总结完成糖尿病布局渐全-180306                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-07,海通证券    ,600728,佳都科技 ,"佳都科技(600728)公司跟踪报告-中标广东省公安厅视频云项目,AI安防进入实战阶段-180306"                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-07,兴业经济    ,002468,申通快递 ,"
    本周行业及公司事件跟踪:普洛斯与海航集团强强联合打造全球领先现代物流生态链;申通快递2017营业收入同比增长28%;全家、7-11、罗森三大国际便利店巨头入驻京东到家;德邦业务进军韩国,计划18年实现全韩铺网;民航局出台《关于进一步提升民航服务质量的指导意见》;春运三十日航空增速最快,道路及水路运输负增长"                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115158/index.phtml,sina ,
2018-03-07,兴业经济    ,002468,申通快递 ,"
    本周行业及公司事件跟踪:普洛斯与海航集团强强联合打造全球领先现代物流生态链;申通快递2017营业收入同比增长28%;全家、7-11、罗森三大国际便利店巨头入驻京东到家;德邦业务进军韩国,计划18年实现全韩铺网;民航局出台《关于进一步提升民航服务质量的指导意见》;春运三十日航空增速最快,道路及水路运输负增长"                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115158/index.phtml,sina ,
2018-03-07,中泰证券    ,600048,保利地产 ,"推荐保利地产2018年1~2月销售点评:淡月销售超预期,重申“确定性”三重击"                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115154/index.phtml,sina ,
2018-03-07,平安证券    ,600477,杭萧钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,平安证券    ,600496,精工钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,平安证券    ,600477,杭萧钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,平安证券    ,600496,精工钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,平安证券    ,600477,杭萧钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,平安证券    ,600496,精工钢构 ,"雄安新区立足打造绿色智慧新城,2018年雄安新区建设有望加速推进,装配式建筑未来有望持续受益,建议关注杭萧钢构、精工钢构"                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115152/index.phtml,sina ,
2018-03-07,国信证券    ,600388,龙净环保 ,"
    总体来说,在环保标准提升、环保税、排污许可证制度背景下,环境监测仍是我们最看好的细分之一,推荐聚光科技;同时推荐大气治理龙头龙净环保"                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,300203,聚光科技 ,"
    总体来说,在环保标准提升、环保税、排污许可证制度背景下,环境监测仍是我们最看好的细分之一,推荐聚光科技;同时推荐大气治理龙头龙净环保"                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,002310,东方园林 ,推荐碧水源、东方园林                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,300070,碧水源  ,推荐碧水源、东方园林                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,002322,理工环科 ,推荐标的理工环科、博世科、永清环保                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,300187,永清环保 ,推荐标的理工环科、博世科、永清环保                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,300422,博世科  ,推荐标的理工环科、博世科、永清环保                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,600011,华能国际 ,关注反转弹性较大的火电龙头华能国际、华电国际                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
2018-03-07,国信证券    ,600027,华电国际 ,关注反转弹性较大的火电龙头华能国际、华电国际                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4115135/index.phtml,sina ,
