2018-02-08,中金公司    ,600570,恒生电子 ,恒生电子(600570)A leading financial software provider expanding into AI applications-180207                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,长江证券    ,600967,内蒙一机 ,内蒙一机(600967)地面装备龙头，陆军机械化受益者-180207                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,群益证券    ,002343,慈文传媒 ,慈文传媒(002343)2017年业绩符合预期，头部剧龙头优势地位明显-180208                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,兴业证券    ,600581,八一钢铁 ,八一钢铁(600581)三大因素共振，2018业绩增量值得期待-180205                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,安信证券    ,300467,迅游科技 ,迅游科技(300467)子公司引入腾讯系战略投资者，关注爆款游戏频出对公司业绩的推动作用-180208                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,天风证券    ,600028,中国石化 ,中国石化（600028）良好的分红潜力，价值投资的生命线-180208                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,新时代证券   ,000681,视觉中国 ,视觉中国（000681）拟收购同行业境外公司股权，龙头地位有望进一步巩固-180207                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,新时代证券   ,000681,视觉中国 ,视觉中国（000681）十八载芳华专注图片市场，缔造图片交易第一平台-180207                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,新时代证券   ,601390,中国中铁 ,中国中铁（601390）新签订单稳步增长，改制劣力新发展-180205                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,新时代证券   ,300624,万兴科技 ,万兴科技（300624）万兴科技：消费升级拉动业务增长，产品SaaS化和智能家居业务打开新成长空间-180208                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,光大证券    ,300187,永清环保 ,永清环保（300187）危废版图再下一城，抢占西南优质资产-180208                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,光大证券    ,002867,周大生  ,周大生（002867）专注品牌建设，立足渠道打造规模优势-180208                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,002601,龙蟒佰利 ,龙蟒佰利(002601)成本提升、出口旺盛，钛白粉报价上调-180208                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,300020,银江股份 ,银江股份(300020)一季报超预期，奠定全年发展基调-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,600383,金地集团 ,金地集团(600383)拿地发力有望持续，静候业绩拐点-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,600660,福耀玻璃 ,福耀玻璃(600660)巨头持续扩张，开拓全球增长空间-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,603368,柳州医药 ,柳州医药(603368)17年业绩符合预期，继续强劲增长-180208                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,600816,安信信托 ,安信信托(600816)信托主业向好，主动管理行业标杆-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,000069,华侨城A ,华侨城A(000069)旅游+地产的价值实现者-180208                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,上海证券    ,603368,柳州医药 ,柳州医药（603368）业绩维持较快增长，持续拓展供应链延伸服务-180208                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,600597,光明乳业 ,光明乳业(600597) 重估光明乳业的增长潜力-180208                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,002511,中顺洁柔 ,中顺洁柔(002511)多点开花，迈向新纪元-180208                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
