2018-02-22,中金公司,601238,广汽集团,广汽集团(601238)Share purchase shows strong confidence;good buy on dip opportunity-180212,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,中金公司,601808,中海油服,中海油服(601808)New technologies and overseas expansion to redefine COSL-180209,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,长江证券,603839,安正时尚,安正时尚(603839)布局海外品牌资源，大股东增持彰显发展信心-180212,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,德意志银行,601933,永辉超市,永辉超市(601933)2017 results in line-180213,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,太平洋证券,300219,鸿利智汇,鸿利智汇（300219）回购股份显信心，公司投资价值凸显-180204,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,太平洋证券,300476,胜宏科技,胜宏科技（300476）2018Q1净利润预增50％-80％，每10股送3元转增8股-180204,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,太平洋证券,300476,胜宏科技,胜宏科技（300476）2017年业绩高速增长，产能扩张剑指2018-180208,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,安信证券,300050,世纪鼎利,世纪鼎利(300050)2017年外延加码通信物联网、教育双主业，2018年有望迎来业绩释放期-180212,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,广发证券,600019,宝钢股份,宝钢股份（600019）深度报告：全球竞争力凸显，盈利能力持续提升且仍具估值优势-180222,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,川财证券,601996,丰林集团,丰林集团(601996)林板一体化龙头，产能释放迎拐点-180222,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,光大证券,600708,光明地产,光明地产（600708）业绩承诺料将完成，“物流+地产”双轮协同拓展空间-180221,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,国海证券,002460,赣锋锂业,赣锋锂业（002460）破除资源瓶颈，锂盐产能即将释放-180222,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,中信建投,002396,星网锐捷,星网锐捷（002396）控股股东二级市场强势增持，关注公司年报表现-180222,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,东方证券,300009,安科生物,安科生物（300009）生长激素将维持高增长，有望成为“生物治疗”领域龙头-180222,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,招商证券,600901,江苏租赁,江苏租赁（600901）伴行业东风，享成长红利-180221,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,招商证券,600887,伊利股份,伊利股份（600887）新春动销开门红，正反馈再超预期-180221,webcache\20180223\webcache-20180302224203.html,51pdf,
2018-02-22,东北证券,002677,浙江美大,浙江美大（002677）盈利环比持续改善，业绩增长略超预期-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,国信证券,300418,昆仑万维,昆仑万维(300418)收购OperaAS部分股权，内容分发平台战略更进一步-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中原证券,300203,聚光科技,聚光科技（300203）业绩快报点评，全年营收增长26.20％，财务费用及非经常性损益影响利润增速-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中信建投,601828,美凯龙,美凯龙（601828）阿里战投居然，家居新零售启幕-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中泰证券,300418,昆仑万维,昆仑万维（300418）收购Opera14.7％股份，信息流广告业务值得期待-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,申万宏源,600373,中文传媒,"中文传媒(600373)智明星通业绩考核激励方案落地,持续推动国内精品手游出海-180222",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,东方证券,300323,华灿光电,华灿光电（300323）百亿投资剑指先进技-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中信证券,002396,星网锐捷,"星网锐捷(002396)重大事项点评：控股股东增持,彰显国资平台价值-180222",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中信证券,601808,中海油服,"中海油服(601808)重大事项点评：油价上涨撑业务回暖,海外市场重要性上升-180222",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,中信证券,600583,海油工程,"海油工程(600583)重大事项点评：油价上涨撑业务回暖,海外市场重要性上升-180222",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,东吴证券,001979,招商蛇口,招商蛇口（001979）一月销售规模创同期新高，投资力度较强-180221,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,东北证券,000869,张裕A,张裕A（000869）聚焦高品质+大单品，渠道改革逐步落实-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,广发证券,002146,荣盛发展,"荣盛发展(002146)首月销售增速稳定,土地成本优势显著-180214",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,招商证券,002013,中航机电,中航机电（002013）营业利润大幅增长，所得税费影响短期业绩！-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,申万宏源,002624,完美世界,完美世界（002624）控股股东股份转让完成，资产优化聚焦游戏影视主业-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,申万宏源,002555,三七互娱,三七互娱（002555）极光网络完成资产交割，胡总增持800万股看好公司发展，发行+研发构筑公司业务强大护城河-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,海通证券,600803,新奥股份,"新奥股份(600803)公司深度报告-聚焦天然气布局,未来受益于产业链持续快速发展-180222",webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,国信证券,601933,永辉超市,永辉超市(601933)利润增速符合预期，展店加速+同店增长-180222,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,太平洋证券,002245,澳洋顺昌,澳洋顺昌（002245）LED高增长，锂电池超预期-180213,webcache\20180222\webcache-20180302224204.html,51pdf,
2018-02-22,国海证券,300258,精锻科技,精锻科技（300258）订单完成率逐步提升，dct国产化带动结合齿业务增长-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,安信证券,002677,浙江美大,浙江美大(002677)营销效果显现，Q4业绩加速增长-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,安信证券,002609,捷顺科技,捷顺科技(002609)阿里系战略入股顺易通，凸显公司战略地位-180214,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,兴业证券,002609,捷顺科技,捷顺科技(002609)阿里系战略入股顺易通，拟回购不低于1亿元股份-180221,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,中金公司,002624,完美世界,"完美世界(002624)股东协议转让6.99%股权,上市公司剥离影院资产-180222",webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,中金公司,002013,中航机电,中航机电(002013)17年业绩保持稳健，长期受益于航空机电产业高景气-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,东吴证券,002013,中航机电,中航机电（002013）收入稳定增长，受一次性所得税影响归母净利润下降-180221,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,兴业证券,002120,韵达股份,韵达股份（002120）成本与服务优势助公司持续超越行业-180214,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,平安证券,601377,兴业证券,兴业证券（601377）风险出清基本面良好，享受重资产业务估值提升红利-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,天风证券,300233,金城医药,金城医药（300233）董监高拟增持彰显对企业发展信心，致力打造妇科和抗感染龙头-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,东北证券,600546,山煤国际,山煤国际（600546）持续剥离亏损业务，国企改革值得期待-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,招商证券,002928,华夏航空,华夏航空（002928）新股分析-支线航空第一股，民航大众化的践行者-180213,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,西南证券,002644,佛慈制药,佛慈制药（002644）试点中药配方颗粒，打开新的增长空间-180215,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,太平洋证券,000932,*ST华菱,ST华菱（000932）毛利率同比翻倍、资产结构改善-180213,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,国海证券,300203,聚光科技,聚光科技（300203）费用拖累业绩，作为龙头充分享受环境监测行业红利-180222,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,东吴证券,300124,汇川技术,汇川技术（300124）轨交有望再添大单，地铁牵引系统加速国产化-180213,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,东吴证券,601155,新城控股,新城控股（601155）一月销售取得开门红-180221,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,中泰证券,002714,牧原股份,牧原股份（002714）产能扩张、成本稳定，综合实力不断提升-180220,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,天风证券,002313,日海通讯,日海通讯（002313）“云+端”齐发力，物联网新龙头崛起-180221,webcache\20180222\webcache-20180302224208.html,51pdf,
2018-02-22,天风证券,002659,凯文教育,凯文教育（002659）拟4000万美金收购威斯敏斯特合唱音乐学院等三所学校，协同现有高端国际学校业务-180222,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-22,光大证券,600785,新华百货,新华百货（600785）业绩符合预期，超市业务贡献收入增量-180221,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-22,安信证券,002677,浙江美大,浙江美大(002677)营销效果显现，Q4业绩加速增长-180222,,51pdf,
2018-02-22,东北证券,600546,山煤国际,山煤国际（600546）持续剥离亏损业务，国企改革值得期待-180222,,51pdf,
2018-02-22,东方证券,300323,华灿光电,华灿光电（300323）百亿投资剑指先进技-180222,,51pdf,
2018-02-22,东吴证券,601155,新城控股,新城控股（601155）一月销售取得开门红-180221,,51pdf,
2018-02-22,东吴证券,001979,招商蛇口,招商蛇口（001979）一月销售规模创同期新高，投资力度较强-180221,,51pdf,
2018-02-22,东吴证券,002013,中航机电,中航机电（002013）收入稳定增长，受一次性所得税影响归母净利润下降-180221,,51pdf,
2018-02-22,光大证券,600708,光明地产,光明地产（600708）业绩承诺料将完成，“物流+地产”双轮协同拓展空间-180221,,51pdf,
2018-02-22,广发证券,600019,宝钢股份,宝钢股份（600019）深度报告：全球竞争力凸显，盈利能力持续提升且仍具估值优势-180222,,51pdf,
2018-02-22,国海证券,002460,赣锋锂业,赣锋锂业（002460）破除资源瓶颈，锂盐产能即将释放-180222,,51pdf,
2018-02-22,国海证券,300258,精锻科技,精锻科技（300258）订单完成率逐步提升，dct国产化带动结合齿业务增长-180222,,51pdf,
2018-02-22,国海证券,300203,聚光科技,聚光科技（300203）费用拖累业绩，作为龙头充分享受环境监测行业红利-180222,,51pdf,
2018-02-22,国信证券,300418,昆仑万维,昆仑万维(300418)收购OperaAS部分股权，内容分发平台战略更进一步-180222,,51pdf,
2018-02-22,国信证券,601933,永辉超市,永辉超市(601933)利润增速符合预期，展店加速+同店增长-180222,,51pdf,
2018-02-22,申万宏源,002555,三七互娱,三七互娱（002555）极光网络完成资产交割，胡总增持800万股看好公司发展，发行+研发构筑公司业务强大护城河-180222,,51pdf,
2018-02-22,申万宏源,002624,完美世界,完美世界（002624）控股股东股份转让完成，资产优化聚焦游戏影视主业-180222,,51pdf,
2018-02-22,天风证券,300233,金城医药,金城医药（300233）董监高拟增持彰显对企业发展信心，致力打造妇科和抗感染龙头-180222,,51pdf,
2018-02-22,天风证券,002659,凯文教育,凯文教育（002659）拟4000万美金收购威斯敏斯特合唱音乐学院等三所学校，协同现有高端国际学校业务-180222,,51pdf,
2018-02-22,西南证券,002644,佛慈制药,佛慈制药（002644）试点中药配方颗粒，打开新的增长空间-180215,,51pdf,
2018-02-22,中泰证券,300418,昆仑万维,昆仑万维（300418）收购Opera14.7％股份，信息流广告业务值得期待-180222,,51pdf,
2018-02-22,中泰证券,002714,牧原股份,牧原股份（002714）产能扩张、成本稳定，综合实力不断提升-180220,,51pdf,
2018-02-22,中信建投,601828,美凯龙,美凯龙（601828）阿里战投居然，家居新零售启幕-180222,,51pdf,
2018-02-22,中信证券,002396,星网锐捷,"星网锐捷(002396)重大事项点评：控股股东增持,彰显国资平台价值-180222",,51pdf,
2018-02-22,东北证券,000869,张裕A,"推荐张裕A:聚焦高品质+大单品,渠道改革逐步落实",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,600054,黄山旅游,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,600258,首旅酒店,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,601888,中国国旅,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,600054,黄山旅游,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,600258,首旅酒店,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,申万宏源,601888,中国国旅,"投资组合中,我们推荐中国国旅和首旅酒店,同时建议关注:黄山旅游",webcache\20180222\webcache-20180302231947.html,sina,
2018-02-22,西南证券,600369,西南证券,推荐西南证券中国宏观经济月度数据手册(2月),webcache\20180222\webcache-20180302231952.html,sina,
2018-02-22,新时代证券,601607,上海医药,"主题受益标的包括西王食品(收购加拿大公司Kerr,强势进军运动营养品)、金达威(内生外延,全产业链布局海外保健品)、汤臣倍健(坚持“线上布局+海外并购战略”,与NBTY深度合作互利共赢)、上海医药(收购澳大利亚营养品公司Vitaco)和康比特(主营产品蛋白粉市场份额稳居国内行业榜首)等",webcache\20180222\webcache-20180302231953.html,sina,
2018-02-22,新时代证券,000639,西王食品,"主题受益标的包括西王食品(收购加拿大公司Kerr,强势进军运动营养品)、金达威(内生外延,全产业链布局海外保健品)、汤臣倍健(坚持“线上布局+海外并购战略”,与NBTY深度合作互利共赢)、上海医药(收购澳大利亚营养品公司Vitaco)和康比特(主营产品蛋白粉市场份额稳居国内行业榜首)等",webcache\20180222\webcache-20180302231953.html,sina,
2018-02-22,新时代证券,002626,金达威,"主题受益标的包括西王食品(收购加拿大公司Kerr,强势进军运动营养品)、金达威(内生外延,全产业链布局海外保健品)、汤臣倍健(坚持“线上布局+海外并购战略”,与NBTY深度合作互利共赢)、上海医药(收购澳大利亚营养品公司Vitaco)和康比特(主营产品蛋白粉市场份额稳居国内行业榜首)等",webcache\20180222\webcache-20180302231953.html,sina,
2018-02-22,新时代证券,300146,汤臣倍健,"主题受益标的包括西王食品(收购加拿大公司Kerr,强势进军运动营养品)、金达威(内生外延,全产业链布局海外保健品)、汤臣倍健(坚持“线上布局+海外并购战略”,与NBTY深度合作互利共赢)、上海医药(收购澳大利亚营养品公司Vitaco)和康比特(主营产品蛋白粉市场份额稳居国内行业榜首)等",webcache\20180222\webcache-20180302231953.html,sina,
2018-02-22,中银国际,002027,分众传媒,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,002624,完美世界,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,300133,华策影视,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,300251,光线传媒,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,002027,分众传媒,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,002624,完美世界,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
2018-02-22,中银国际,300133,华策影视,"目前部分行业龙头公司估值已经位于较低水平,推荐关注完美世界、分众传媒、光线传媒和华策影视",webcache\20180222\webcache-20180302231954.html,sina,
