2018-02-06,中金公司  ,601238,广汽集团  ,广汽集团(601238)Multiple growth drivers;correction offers good entry opportunity-180205                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,德意志银行 ,002739,万达电影  ,万达电影(002739)Alibaba and Cultural Investment jointly invested in Wanda Film-180205                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,群益证券  ,002142,宁波银行  ,宁波银行(002142)业绩快报点评：资产质量优于同业，高ROE带来高估值-180205                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,新时代证券 ,002440,闰土股份  ,闰土股份(002440)深度研究报告：染料行业春风正起，龙头公司扬帆起航-180206                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,中信证券  ,000063,中兴通讯  ,中兴通讯(000063)2017年业绩快报点评：业绩符合预期，长期价值投资首选-180202                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,长江证券  ,600703,三安光电  ,三安光电(600703)公司技术领先，赢得三星大单-180205                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,国信证券  ,603111,康尼机电  ,康尼机电(603111)深度报告：收购龙昕科技，“轨交+消费电子”双轮驱动-180205                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,广证恒生  ,600297,广汇汽车  ,广汇汽车(600297)深度报告：经销商龙头“广”拓版图，优化结构，“汇”聚后市场契机-180204                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,国金证券  ,600029,南方航空  ,南方航空(600029)或是此轮航空景气向上最大受益者-180204                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,广证恒生  ,002624,完美世界  ,完美世界(002624)游戏影视稳定增长，泛娱乐布局持续兑现-180201                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,兴业证券  ,000065,北方国际  ,北方国际（000065）2017年业绩快报点评：订单快速增长，汇兑损失大幅影响业绩-180206                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,兴业证券  ,000902,新洋丰   ,新洋丰（000902）渠道粘性、产品创新与成本优势，助力公司业绩实现良好增长-180206                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,兴业证券  ,600703,三安光电  ,三安光电（600703）携手三星，三安LED引领显示新时代-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,财通证券  ,000063,中兴通讯  ,中兴通讯（000063）定增锁定底价坚定发展信心，5G深度受益可期-180202                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,中信建投  ,600167,联美控股  ,联美控股（600167）业绩符合预期，看好内生外延扩张能力-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,华鑫证券  ,002929,润建通信  ,润建通信（002929）新股询价报告-180205                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,民生证券  ,600066,宇通客车  ,宇通客车(600066)2018年01月销量点评：2018年开门红大客同比增速高-180205                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p125/                                                          ,51pdf,
2018-02-06,民生证券  ,603818,曲美家居  ,"曲美家居(603818)首次推出股权激励计划,继续看好公司长期发展-180205"                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,民生证券  ,002142,宁波银行  ,"宁波银行(002142)营收处上升通道,资产质量优异-180205"                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,上海证券  ,300459,金科文化  ,金科文化（300459）“汤姆猫”开始发力，深化互联网布局-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,上海证券  ,002599,盛通股份  ,盛通股份（002599）收购2B服务为主的中鸣数码51％股权，与乐博2C培训形成互补-180206                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,上海证券  ,002739,万达电影  ,万达电影（002739）引入战略投资者，优势互补共同发展-180206                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,华鑫证券  ,601099,太平洋   ,太平洋（601099）经纪、自营业务双降致全年业绩大幅下滑-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,联讯证券  ,002050,三花智控  ,三花智控（002050）汽零注入，从高端再出发-180206                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,300197,铁汉生态  ,铁汉生态(300197)实际控制人发布员工增持倡议，彰显十足信心-180206                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,000902,新洋丰   ,"新洋丰(000902)一体化成本优势突出的磷复肥龙头,致力于打造国内作物专用肥龙头-180206"                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,600715,文投控股  ,万达电影(002739)引入阿里巴巴及文投控股，利好轻资产模式扩张-180206                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,002739,万达电影  ,万达电影(002739)引入阿里巴巴及文投控股，利好轻资产模式扩张-180206                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,601058,赛轮金宇  ,赛轮金宇(601058)业绩持续好转，18年有望大幅增长-180206                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,申万宏源  ,002741,光华科技  ,光华科技(002741)全年业绩快速增长，锂电材料放量在即-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,财富证券  ,600297,广汇汽车  ,广汇汽车（600297）业绩符合预期，龙头地位显现-180205                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,天风证券  ,300366,创意信息  ,创意信息（300366）业绩高增长符合预期，服务+运营聚焦数据红利-180205                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,国信证券  ,300383,光环新网  ,光环新网（300383）收购科信盛彩85％股权，夯实IDC主业-180205                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,安信证券  ,603111,康尼机电  ,康尼机电(603111)发展战略清晰，业绩高增长驱动价值重估-180206                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,华泰证券  ,601818,光大银行  ,光大银行(601818)确定长期方向，改革蓄势待发-180206                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,广发证券  ,603686,龙马环卫  ,龙马环卫（603686）农村治理蓝海在即，环卫市场开疆扩土-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,浙商证券  ,300219,鸿利智汇  ,鸿利智汇(300219)回购股份彰显信心，公司价值明显被低估-180204                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,浙商证券  ,002036,联创电子  ,"联创电子(002036)点评报告-参股公司无线充电芯片获得突破,公司有望受益-180204"                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p126/                                                          ,51pdf,
2018-02-06,国信证券  ,603788,宁波高发  ,宁波高发(603788)量价齐升下的优质细分市场龙头-180205                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,国海证券  ,600809,山西汾酒  ,山西汾酒（600809）动态点评：引入战投华润，利于推进全国化-180206                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,信达证券  ,600810,神马股份  ,神马股份（600810）海外巨头相继提价，PA66有望迎来景气周期-180206                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,国信证券  ,300219,鸿利智汇  ,鸿利智汇(300219)回购股份显决心，LED车灯迎新机-180205                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,华金证券  ,600398,海澜之家  ,海澜之家(600398)5.31%股权引入战略投资者腾讯，互联网大平台带来新零售合作机遇-180204                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,华创证券  ,600167,联美控股  ,联美控股(600167)业绩符合预期，分红预案出台股东回报再提升-180206                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,天风证券  ,002146,荣盛发展  ,荣盛发展（002146）业绩超预期，低成本拿地保障利润空间-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,天风证券  ,600809,山西汾酒  ,山西汾酒（600809）汾酒股权优化一小步，白酒行业体制优化一大步-180206                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,太平洋证券 ,002258,利尔化学  ,利尔化学（002258）受益草铵膦量价齐升，新项目助力公司持续发展-180204                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东兴证券  ,300114,中航电测  ,中航电测（300114）深度报告：迈向精确测控，转向新兴行业-180206                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东吴证券  ,300450,先导智能  ,先导智能（300450）股权激励方案出炉，业绩目标彰显发展信心-180206                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,国泰君安  ,600048,保利地产  ,保利地产(600048)整合提速，破壁立新-180206                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,中金公司  ,600867,通化东宝  ,通化东宝(600867)糖尿病平台建设日臻成熟-180206                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,天风证券  ,600643,爱建集团  ,爱建集团（600643）定增和要约计划先后落地，公司发展重回正轨-180206                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东北证券  ,603579,荣泰健康  ,荣泰健康（603579）保健家电龙头品牌，营收快速增长-180206                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东北证券  ,000528,柳工    ,柳工（000528）积极处理历史包袱，2018年业绩弹性可期-180206                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东北证券  ,601100,恒立液压  ,恒立液压（601100）全年业绩符合预期，泵阀业务继续突破-180206                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东北证券  ,601377,兴业证券  ,兴业证券（601377）2017年业绩预告点评，自营亮眼拉动净利同比+13％，定增落地静待凤凰涅槃-180206                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,东北证券  ,300624,万兴科技  ,万兴科技（300624）C端软件稀缺标的，全球整合拓展国内市场-180206                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,申万宏源  ,002304,洋河股份  ,洋河股份(002304)坚持高质量发展，2018是公司在本轮周期的加速元年-180205                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p127/                                                          ,51pdf,
2018-02-06,华创证券  ,600297,广汇汽车  ,广汇汽车(600297)业绩预告归母净利润37.8-40.6亿元，符合市场预期-180206                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,天风证券  ,300450,先导智能  ,先导智能（300450）公告2018年股权激励，未来五年高增长可期！-180206                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,东方证券  ,601231,环旭电子  ,环旭电子（601231）牵手高通，SiP布局加码-180206                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,安信证券  ,600066,宇通客车  ,宇通客车(600066)补贴退坡或存缓冲期，1月销量可观-180205                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,华创证券  ,600383,金地集团  ,金地集团(600383)1月份销售点评：1月网签销售同比小增7%，18年可售充足保证销售高增，维持强烈推荐-180205                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,国元证券  ,600845,宝信软件  ,宝信软件（600845）IDC、智能制造双轮驱动，王者归来-180204                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,海通证券  ,601012,隆基股份  ,"隆基股份(601012)公司公告点评：采购合同维稳毛利,扩产＋降价＋降成本组合拳出击-180206"                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,财通证券  ,600050,中国联通  ,中国联通（600050）联手阿里打造智能资产交易平台，加速推进互联网化运营体系-180201                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,国元证券  ,300469,信息发展  ,信息发展（300469）国内领先的档案、追溯、政法信息化服务商-180204                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
2018-02-06,国元证券  ,002239,奥特佳   ,奥特佳（002239）高管增持彰显信心-180205                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p128/                                                          ,51pdf,
