2017-10-19,长江证券    ,600741,华域汽车 ,"华域汽车在“中性化、国际化、零级化”的战略推进已从量变到质变,且华域汽车在电机电控、毫米波雷达等新兴领域国内领先,将充分受益于行业爆发,本次合资合作便是战略落地的体现"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950631/index.phtml,sina,
2017-10-19,长江证券    ,600741,华域汽车 ,"华域汽车在“中性化、国际化、零级化”的战略推进已从量变到质变,且华域汽车在电机电控、毫米波雷达等新兴领域国内领先,将充分受益于行业爆发,本次合资合作便是战略落地的体现"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950631/index.phtml,sina,
2017-10-19,长江证券    ,600741,华域汽车 ,"推荐华域汽车:合资麦格纳,加码电驱动,估值有望提升"                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950631/index.phtml,sina,
2017-10-19,中信建投    ,000063,中兴通讯 ,"推荐中兴通讯:三季报确认投资收益,关注全年业绩夯实及后续5g机会"                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950562/index.phtml,sina,
2017-10-19,中信建投    ,000063,中兴通讯 ,"推荐中兴通讯:三季报确认投资收益,关注全年业绩夯实及后续5g机会"                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950562/index.phtml,sina,
2017-10-19,中信建投    ,002032,苏泊尔  ,"推荐苏泊尔:开拓新品增长符合预期,拟收购上海赛博强化小家电竞争力"                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950554/index.phtml,sina,
2017-10-19,中信建投    ,002032,苏泊尔  ,"推荐苏泊尔:开拓新品增长符合预期,拟收购上海赛博强化小家电竞争力"                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950554/index.phtml,sina,
2017-10-19,中信建投    ,002050,三花智控 ,"推荐三花智控:汽零拓展成为沃尔沃供应商,技术实力提升成长预期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950539/index.phtml,sina,
2017-10-19,西南证券    ,002032,苏泊尔  ,"推荐苏泊尔:长期业绩稳健增长,短期受累汇兑"                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950531/index.phtml,sina,
2017-10-19,西南证券    ,002032,苏泊尔  ,"推荐苏泊尔:长期业绩稳健增长,短期受累汇兑"                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950531/index.phtml,sina,
2017-10-19,长江证券    ,601318,中国平安 ,"持续看好保险板块表现,个股推荐新华保险和中国平安"                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950520/index.phtml,sina,
2017-10-19,长江证券    ,601336,新华保险 ,"持续看好保险板块表现,个股推荐新华保险和中国平安"                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950520/index.phtml,sina,
2017-10-19,东兴证券    ,600276,恒瑞医药 ,"
    1、	国内创新药重大突破,吡咯替尼II期临床数据报生产,重点产品向前推进9月26日,CFDA公告第二十三批拟纳入优先审评程序药品名单,恒瑞医药马来酸吡咯替尼片的上市申请以“具有明显临床价值,重大专项”入选(CXHS1700012、CXHS1700013、CXHS1700014)"                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950496/index.phtml,sina,
2017-10-19,东兴证券    ,600276,恒瑞医药 ,"推荐恒瑞医药2017年三季报点评:收入业绩均呈逐季加速趋势,强者“恒”强龙头三季度创新持续推进"                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950496/index.phtml,sina,
2017-10-19,东兴证券    ,600276,恒瑞医药 ,"推荐恒瑞医药2017年三季报点评:收入业绩均呈逐季加速趋势,强者“恒”强龙头三季度创新持续推进"                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950496/index.phtml,sina,
2017-10-19,天风证券    ,000063,中兴通讯 ,"推荐中兴通讯:短期业绩明确,关注5G龙头中长期成长潜力"                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3950471/index.phtml,sina,
