2017-12-27,群益证券,002352,顺丰控股,顺丰控股(002352)签署湖北货运枢纽机场协议，11月经营数据凸显中高端优势-171227,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,群益证券,600352,浙江龙盛,浙江龙盛(600352)产能收缩，产品价格持续上涨将推动业绩大增长-171226,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,群益证券,002343,慈文传媒,慈文传媒(002343)定增项目顺利落地，IP精品剧目储备丰富-171227,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,群益证券,002450,康得新,康得新(002450)碳纤维项目进展顺利，新业务支柱初具雏形-171226,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,群益证券,601318,中国平安,中国平安(601318)保险指标优于同业，金融科技提升估值-171226,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,天风证券,600172,黄河旋风,"黄河旋风(600172)股权激励授予落地增强信心,南宁二期基金募集完成可复制性强-171226",http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,天风证券,600584,长电科技,长电科技(600584)MOS成品涨价驱动业绩增厚-171226,http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,天风证券,000858,五粮液,"五粮液(000858)民族第一品牌扬帆起航,自下而上趋势全面加速-171226",http://www.51pdf.com.cn/report_gg_p339/,51pdf,
2017-12-27,国泰君安,600438,通威股份,"通威股份(600438)毛利率反转,电池片业务将量利齐升-171227",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,国泰君安,002727,一心堂,"一心堂(002727)定增完成提升资金实力,上下游协同建设值得期待-171227",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,东莞证券,601828,美凯龙,美凯龙（601828）新股网下申购询价建议报告-171225,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,平安证券,300638,广和通,广和通（300638）深耕通信模块，面向万物互联-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,中信证券,300081,恒信东方,恒信东方(300081)重大事项点评：国际化合作开启数字文化产业布局-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,东方证券,002600,江粉磁材,江粉磁材（002600）收购领益科技，消费电子大布局-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,东方证券,002294,信立泰,信立泰（002294）研发管线布局合理，成长确定性提高-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,天风证券,002766,索菱股份,"索菱股份(002766)董事长号召员工增持,彰显业务发展强烈信心-171227",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,天风证券,300241,瑞丰光电,"瑞丰光电(300241)安芯基金举牌,公司迈向全球领先的LED封测企业-171227",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,财富证券,600859,王府井,王府井（600859）全国百货龙头，多业态齐头并进-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,华创证券,000568,泸州老窖,泸州老窖（000568）交流会会议纪要：前三季度国窖增速约50％，明年国窖特曲并重-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,东北证券,002126,银轮股份,银轮股份（002126）进口替代白马化，节能减排风起时-171225,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,华泰证券,000796,凯撒旅游,凯撒旅游（000796）定增下调至31亿，龙头优势显著-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,民生证券,603368,柳州医药,"柳州医药(603368)流通份额显著提升,上下游渠道布局突破天花板-171226",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,民生证券,300383,光环新网,"光环新网(300383)如期获得牌照,携手AWS开启云计算新篇章-171225",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,民生证券,002493,荣盛石化,"荣盛石化(002493)公司调研简报-公司受益PTA行业回暖,浙石化成未来看点-171226",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,民生证券,000425,徐工机械,"徐工机械(000425)点评报告-交通运输规划不减,工程机械需求持续-171226",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,民生证券,600579,天华院,"天华院(600579)收购KM集团,打造高端化工装备平台-171224",http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,安信证券,600188,兖州煤业,兖州煤业(600188)签订2018年3753万吨煤炭合同，内蒙新增产能销路有保证-171227,http://www.51pdf.com.cn/report_gg_p340/,51pdf,
2017-12-27,天风证券,300212,易华录,易华录(300212)徐州数据湖预中标，股权激励获批，大数据蓄势待发-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,中泰证券,000887,中鼎股份,中鼎股份（000887）新能源电池热管理系统首单落地；高管增持彰显信心-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,天风证券,002920,德赛西威,"德赛西威(002920)全数据分析,具备国际竞争力的中国座舱电子龙头-171227",http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,天风证券,002567,唐人神,"唐人神(002567)布局东北,养猪大战略将陆续落地！-171227",http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,广发证券,600872,中炬高新,中炬高新（600872）受益品类和渠道扩张，公司有望成为全国性酱油龙头-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,联讯证券,000792,盐湖股份,盐湖股份（000792）扩产碳酸锂，有望改善公司盈利能力-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,中信建投,002402,和而泰,和而泰（002402）股票激励授予完成，解锁条件严苛，彰显发展信心-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,海通证券,603416,信捷电气,"信捷电气(603416)小型PLC内资龙头,业务拓展强势推进-171227",http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,中信证券,000796,凯撒旅游,"凯撒旅游(000796)重大事项点评：定增方案调整,战略持续推进-171227",http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,国联证券,600499,科达洁能,科达洁能（600499）蓝科锂业如期扩产，加码电池级碳酸锂业务-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,中信建投,600167,联美控股,联美控股（600167）清洁供暖大势所趋，大股东增持展现信心-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,东方证券,002368,太极股份,太极股份（002368）云领未来、网安天下，产业趋势与公司基本面迎来共振-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,申万宏源,002380,科远股份,科远股份(002380)中标工业强基工程项目助力燃机国产化，彰显公司实力-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,海通证券,002407,多氟多,多氟多(002407)氟化铝价格翻倍，多氟多显著受益-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,太平洋证券,603337,杰克股份,杰克股份（603337）国内工业缝纫机龙头，抓住机遇冲击全球巨头-171226,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
2017-12-27,国海证券,300642,透景生命,透景生命（300642）事件点评：推出股权激励计划，骨干利益绑定-171227,http://www.51pdf.com.cn/report_gg_p341/,51pdf,
