2017-12-18,新时代证券     ,603799,华友钴业 ,华友钴业（603799）量价齐升，钴龙头继续发力-171214                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,招商证券      ,603378,亚士创能 ,亚士创能(603378)建筑涂料和保温材料的领先品牌-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,广发证券      ,600201,生物股份 ,生物股份(600201)深度研究：口蹄疫市场苗绝对龙头，受益于行业结构性补栏-171217                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,广发证券      ,600461,洪城水业 ,洪城水业(600461)公司及控股股东部分董监高拟增持3000万元，彰显发展信心-171218                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,广发证券      ,002043,兔宝宝  ,兔宝宝(002043)德华集团股权转让，看好公司发展-171217                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,天风证券      ,002466,天齐锂业 ,天齐锂业(002466)点评报告：配股在即，扩产资金有保障-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,天风证券      ,000858,五粮液  ,五粮液(000858)自下而上看好，国企性价比优势再创辉煌-171213                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,天风证券      ,002511,中顺洁柔 ,中顺洁柔(002511)点评报告：拓展共享新渠道，维持买入评级-171218                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,天风证券      ,000039,中集集团 ,中集集团(000039)国际集装箱龙头强劲复苏，各板块业务持续向好-171217                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,东北证券      ,600330,天通股份 ,天通股份(600330)深耕设备和材料，打造泛半导体产业龙头-171218                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,东北证券      ,600460,士兰微  ,士兰微(600460)产能提升打开公司业务发展新篇章-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,长江证券      ,601933,永辉超市 ,永辉超市(601933)腾讯入股落定，联手互联网巨头打开全渠道发展空间-171218                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,长江证券      ,002341,新纶科技 ,新纶科技(002341)冉冉升起的功能材料新星，双向布局3c及锂电市场-171218                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,安信证券      ,002343,慈文传媒 ,慈文传媒(002343)非公开发行完成获充足资金，大剧有望落地验证全年业绩高增长性-171217                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,安信证券      ,600188,兖州煤业 ,兖州煤业(600188)拟发行股票收购海外资产，4季度单季归母净利有望环比增加3.12亿元-171217                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,安信证券      ,600887,伊利股份 ,伊利股份(600887)豆奶新品隆重发布，高度重视战略意义-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,安信证券      ,600637,东方明珠 ,东方明珠(600637)与中国电信深化合作，基于家庭娱乐深化“娱乐+”布局-171216                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,安信证券      ,600832,东方明珠 ,东方明珠(600637)与中国电信深化合作，基于家庭娱乐深化“娱乐+”布局-171216                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,民生证券      ,600143,金发科技 ,金发科技(600143)改性塑料国内第一，原材料影响消除业绩有望大涨-171218                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,海通证券      ,600201,生物股份 ,生物股份(600201)动保龙头继续发力，持续高增可期-171218                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
