2017-12-14,中金公司  ,002555,三七互娱 ,三七互娱(002555)《传奇霸业手游》上线提升业绩可见度，18年项目储备充沛-171213                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,中金公司  ,002555,三七互娱 ,三七互娱(002555)New game to enhance earnings visibility;ample projects in 2018-171214                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,中投证券  ,300197,铁汉生态 ,铁汉生态(300197)11亿可转债发行在即，助力PPP项目落地实施-171214                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,中信建投  ,300335,迪森股份 ,迪森股份（300335）高管增持公司股份，彰显未来发展信心-171214                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,上海证券  ,300418,昆仑万维 ,昆仑万维（300418）地方棋牌+互联网投资带动业绩爆发-171214                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,上海证券  ,600661,新南洋  ,新南洋（600661）产业资本举牌，股权结构优化-171214                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,中信证券  ,300413,快乐购  ,"快乐购(300413)跟踪分析报告-内容驱动平台,实质是品牌赋能平台-171214"                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,海通证券  ,600280,中央商场 ,中央商场(600280)拟与银泰成立新零售合资公司，加速转型并具行业示范意义-171214                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,华泰证券  ,300604,长川科技 ,长川科技（300604）员工激励完成，测试龙头仍被低估-171214                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,招商证券  ,002110,三钢闽光 ,三钢闽光（002110）收购三安钢铁资产顺利推进-171213                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,中信证券  ,600236,桂冠电力 ,桂冠电力(600236)优化资源配置，水电价值低估-171214                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p390/                                                          ,51pdf,
2017-12-14,天风证券  ,002343,慈文传媒 ,慈文传媒(002343)定增顺利落地，赞成科技原股东认购，再次深度绑定-171214                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,天风证券  ,603799,华友钴业 ,华友钴业(603799)拟认购铜钴矿上市公司股权，“上控资源”再下一城-171214                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国海证券  ,600562,国睿科技 ,国睿科技（600562）调研简报：军民融合发展，受益国防信息化和5G建设-171214                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国信证券  ,002410,广联达  ,广联达（002410）二期员工持股计划完成，千亿BIM市场待开拓-171214                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国海证券  ,300521,爱司凯  ,爱司凯（300521）动态点评：工业化打印前景广阔，公司发展有望充分受益-171214                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,中信建投  ,000983,西山煤电 ,西山煤电（000983）购买产能指标＆配煤厂资产，利好公司产量增长＆上下游协同-171214                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国海证券  ,300335,迪森股份 ,迪森股份（300335）事件点评：高管增持显信心，“煤改气”大逻辑不变-171214                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国泰君安  ,603708,家家悦  ,"家家悦(603708)加速西部拓展,小而美生鲜超市起飞在即-171214"                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
2017-12-14,国泰君安  ,002129,中环股份 ,"中环股份(002129)稀缺大硅片标的,半导体光伏双轮驱动-171214"                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p391/                                                          ,51pdf,
