2017-10-13,国金证券,300335,迪森股份,"推荐迪森股份:“煤改气”推动订单爆发,前三季度业绩同比增长80%-100%",webcache\20171013\webcache-20180303023842.html,sina,
2017-10-13,国金证券,300335,迪森股份,"推荐迪森股份:“煤改气”推动订单爆发,前三季度业绩同比增长80%-100%",webcache\20171013\webcache-20180303023842.html,sina,
2017-10-13,中投证券,300197,铁汉生态,"推荐铁汉生态:三季度业绩增速亮眼,未来发展值得期待",webcache\20171013\webcache-20180303023843.html,sina,
2017-10-13,中泰证券,600315,上海家化,"推荐上海家化:再发要约,强化信心",webcache\20171013\webcache-20180303023843.html,sina,
2017-10-13,方正证券,300400,劲拓股份,"推荐劲拓股份:传统业务高增长,显示模组设备蓄势待发",webcache\20171013\webcache-20180303023843.html,sina,
2017-10-13,方正证券,300400,劲拓股份,"推荐劲拓股份:传统业务高增长,显示模组设备蓄势待发",webcache\20171013\webcache-20180303023843.html,sina,
2017-10-13,东北证券,300137,先河环保,"推荐先河环保:大气治理需求加速释放,公司业绩大幅增长",webcache\20171013\webcache-20180303023844.html,sina,
2017-10-13,东北证券,300137,先河环保,"推荐先河环保:大气治理需求加速释放,公司业绩大幅增长",webcache\20171013\webcache-20180303023844.html,sina,
2017-10-13,东北证券,300137,先河环保,"推荐先河环保:大气治理需求加速释放,公司业绩大幅增长",webcache\20171013\webcache-20180303023844.html,sina,
2017-10-13,光大证券,600048,保利地产,"推荐保利地产:均衡布局,行稳致远",webcache\20171013\webcache-20180303023844.html,sina,
2017-10-13,方正证券,300529,健帆生物,"推荐健帆生物:血液灌流龙头,内生外延加快发展",webcache\20171013\webcache-20180303023844.html,sina,
2017-10-13,安信证券,600816,安信信托,"事件:根据三季报,安信信托2017年前三季度实现营业收入42亿元,同比增长19%;实现归属于上市公司股东的净利润28亿元,同比增长22%;截至三季度末,公司总资产达221亿元,较年初增长15",webcache\20171013\webcache-20180303023845.html,sina,
2017-10-13,安信证券,600816,安信信托,"推荐安信信托:拟定增促结构优化,股市回暖固有改善",webcache\20171013\webcache-20180303023845.html,sina,
2017-10-13,国金证券,300422,博世科,博世科具备ACM生物反应器、上流式多相废水处理氧化塔等多项国内领先污水处理核心技术,webcache\20171013\webcache-20180303023849.html,sina,
2017-10-13,国金证券,300422,博世科,"推荐博世科:三季报预告业绩翻倍,在手订单有力支撑成长",webcache\20171013\webcache-20180303023849.html,sina,
2017-10-13,光大证券,300284,苏交科,"推荐苏交科:业绩持续稳健增长,海外并购整合顺利",webcache\20171013\webcache-20180303023851.html,sina,
2017-10-13,光大证券,300284,苏交科,"推荐苏交科:业绩持续稳健增长,海外并购整合顺利",webcache\20171013\webcache-20180303023851.html,sina,
2017-10-13,国泰君安,600315,上海家化,"推荐上海家化事件点评:大股东溢价要约收购,日化龙头价值凸显",webcache\20171013\webcache-20180303023854.html,sina,
2017-10-13,东北证券,600499,科达洁能,"推荐科达洁能:察尔汗盐湖借助资源优势或将成为盐湖提锂龙头,科达洁能充分受益",webcache\20171013\webcache-20180303023855.html,sina,
2017-10-13,东北证券,600499,科达洁能,"推荐科达洁能:察尔汗盐湖借助资源优势或将成为盐湖提锂龙头,科达洁能充分受益",webcache\20171013\webcache-20180303023855.html,sina,
2017-10-13,东北证券,600499,科达洁能,"推荐科达洁能:察尔汗盐湖借助资源优势或将成为盐湖提锂龙头,科达洁能充分受益",webcache\20171013\webcache-20180303023855.html,sina,
2017-10-13,东北证券,601636,旗滨集团,"推荐旗滨集团:涨价弥补成本上升,资产减值拖累公司业绩",webcache\20171013\webcache-20180303023856.html,sina,
2017-10-13,中信建投,603685,晨丰科技,"晨丰科技:专注照明结构组件,受益LED产业高速发展公司经营的主要产品包括灯头类产品、LED灯泡散热器、灯具金属件及其他等,其中LED灯泡散热器的销售收入快速增长,其销售收入占比从2014年的5",webcache\20171013\webcache-20180303023857.html,sina,
2017-10-13,中信建投,603685,晨丰科技,"晨丰科技:专注照明结构组件,受益LED产业高速发展公司经营的主要产品包括灯头类产品、LED灯泡散热器、灯具金属件及其他等,其中LED灯泡散热器的销售收入快速增长,其销售收入占比从2014年的5",webcache\20171013\webcache-20180303023857.html,sina,
2017-10-13,中信建投,603685,晨丰科技,"推荐中小公司新股研究(第128期):晨丰科技,专注照明结构组件,受益LED产业高速发展",webcache\20171013\webcache-20180303023857.html,sina,
2017-10-13,中信建投,603685,晨丰科技,"推荐中小公司新股研究(第128期):晨丰科技,专注照明结构组件,受益LED产业高速发展",webcache\20171013\webcache-20180303023857.html,sina,
2017-10-13,方正证券,603066,音飞储存,"   
    盈利预测与评级:我们认为工厂自动化物流,电商和快递公司将成为物流仓储自动化行业高速发展的三大引擎,整个市场空间将达到千亿以上,重点关注今天国际,音飞储存、诺力股份、东杰智能、潍柴动力、软控股份、永利股份、山东威达、五洋科技等",webcache\20171013\webcache-20180303023859.html,sina,
