2018-02-14,群益证券,601318,中国平安,中国平安(601318)打破消极预期，演绎强者恒强-180214,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,长江证券,000932,*ST华菱,＊ST华菱(000932)凤凰涅槃，2017盈利创上市以来新高-180213,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,长江证券,000333,美的集团,美的集团(000333)深度报告：再读龙头系列之美的集团，五十载风雨兼程，如今却风华正茂-180213,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,新时代证券,002789,建艺集团,建艺集团（002789）坚定大客户战略及高端项目，助力企业稳步前进-180212,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,广发证券,000888,峨眉山A,峨眉山A(000888)业绩增长平稳，费用控制初见成效-180212,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,安信证券,603658,安图生物,安图生物(603658)化学发光业务保持高速增长空间广阔，研发投入持续加大迎来产品收获期-180213,webcache\20180222\webcache-20180302224209.html,51pdf,
2018-02-14,中航证券,000661,长春高新,长春高新（000661）增长提速，持续看好-180209,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,中航证券,300133,华策影视,华策影视（300133）SIP战略硕果频出，业绩稳增持续领跑-180206,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,中航证券,601607,上海医药,上海医药（601607）收购康德乐完成，分销版图再度扩张-180207,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,东莞证券,600138,中青旅,中青旅(600138)2017年业绩快报点评：业绩符合预期，景区业绩有望继续释放-180213,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,东北证券,001979,招商蛇口,招商蛇口（001979）销售高速增长，积极拓展土储-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,招商证券,300271,华宇软件,华宇软件(300271)法检AI践行者！-180212,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,广发证券,601155,新城控股,新城控股（601155）销售表现亮眼，布局持续扩张-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,广发证券,600138,中青旅,中青旅（600138）业绩增长平稳，休闲景区龙头未来发展可期-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,新时代证券,000977,浪潮信息,浪潮信息（000977）股权激励力度空前，服务器龙头未来成长可期-180213,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,国金证券,300009,安科生物,安科生物(300009)布局有层次成长有弹性-180212,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,国金证券,002022,科华生物,"科华生物(002022)四季度业绩环比恢复,股权激励出台-180211",webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,国金证券,000888,峨眉山A,"峨眉山(000888)业绩增长超预期,费用管控见成效-180211",webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,民生证券,002044,美年健康,"美年健康(002044)规模扩张,量价齐升及并表推动业绩高增长-180213",webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,民生证券,002714,牧原股份,"牧原股份(002714)出栏如期高增长,未来市占率有望持续提升-180213",webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,民生证券,600176,中国巨石,"中国巨石(600176)全球玻纤领军企业,控本增效持续成长-180206",webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,申万宏源,002376,新北洋,新北洋（002376）硬件领军潜质，快速响应物流零售新浪潮-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,中信证券,601588,北辰实业,北辰实业（601588）跟踪快报：战略布局二线城市，销售结算保持积极-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,招商证券,600335,国机汽车,国机汽车（600335）股权激励落地，腾飞的起点-180213,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,东北证券,300290,荣科科技,荣科科技（300290）完善医疗IT领域布局，公司基本面改善-180213,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,国海证券,600038,中直股份,中直股份（600038）直升机龙头，受益军民需求快速增长-180214,webcache\20180214\webcache-20180302224210.html,51pdf,
2018-02-14,川财证券,000932,*ST华菱,ST华菱（000932）2017年年报点评：业绩扭亏，摘星脱帽可期-180213,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,申万宏源,601933,永辉超市,永辉超市（601933）17年归母扣非增速55.79％，收入增速逐季加快，维持买入评级-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,浙商证券,002516,旷达科技,旷达科技（002516）多维度推动对安世半导体的收购-180213,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,浙商证券,300296,利亚德,利亚德(300296)点评报告：股东增持彰显信心，公司价值被低估-180211,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,浙商证券,002256,兆新股份,兆新股份(002256)点评报告：全年业绩超预期，上海中锂并表在即-180212,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,广发证券,000002,万科A,万科A（000002）销售规模创历史新高，投资力度有所回落-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,华创证券,600373,中文传媒,中文传媒(600373)获得《恋与制作人》多国独代、运营授权，预计增厚公司后期业绩-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,华创证券,002120,韵达股份,韵达股份(002120)2017年业绩快报点评：利润同比增速34.2%，强调“推荐”评级-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,天风证券,002120,韵达股份,韵达股份（002120）增速领跑带动业绩，品质与市占率双升-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,天风证券,002497,雅化集团,雅化集团（002497）业绩快报符合预期，期待锂盐继续放量-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,天风证券,300316,晶盛机电,晶盛机电（300316）蓝宝石技术再次获得突破-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,天风证券,600760,中航沈飞,中航沈飞（600760）一致行动人增持，航空龙头坚定推荐-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,光大证券,002382,蓝帆医疗,蓝帆医疗（002382）业绩稳中向好，产业布局不断升级-180213,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,招商证券,600742,一汽富维,一汽富维（600742）二股东举牌，兼具价值和战略意义-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,万联证券,000661,长春高新,长春高新(000661)点评报告：生长激素保持快速增长，行业未来空间广阔-180212,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,国海证券,300007,汉威科技,汉威科技（300007）中标vocs大单，各板块业务稳步推进-180214,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,财通证券,002905,金逸影视,金逸影视（002905）国内领先民营连锁院线，非票业务有望助推业绩-180213,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,财通证券,002044,美年健康,美年健康（002044）业绩符合预期，内生+外延增速如虎添翼-180212,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,财通证券,600362,江西铜业,江西铜业（600362）业绩预告预增，净利润翻倍增长-180201,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,财通证券,603103,横店影视,横店影视（603103）控股股东影视资源丰富，行业上行业绩弹性较大-180212,webcache\20180214\webcache-20180302224217.html,51pdf,
2018-02-14,财通证券,000858,五粮液,五粮液（000858）战略与产品线明确，白酒龙头业绩更加确定-180206,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,财通证券,000063,中兴通讯,中兴通讯（000063）出售中兴软创股权，剥离非核心业务，聚焦5G-180209,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中信证券,002313,日海通讯,日海通讯（002313）重大事项点评：牵手联通高层次合作，物联网布局全面展开-180214,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,太平洋证券,603789,星光农机,星光农机（603789）收购濮阳农发和沃野农机专利权，推进全程机械化产业链布局-180212,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,招商证券,601933,永辉超市,永辉超市（601933）收入逐季提速，向科技型零售公司逐步转型-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,国海证券,000830,鲁西化工,鲁西化工（000830）园区生产管理水平优秀，新项目建设稳步推进，多产品盈利仍在中高位-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,申万宏源,002279,久其软件,久其软件(002279)配股改现金收购，17年PE为20X-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,华创证券,300618,寒锐钴业,寒锐钴业(300618)2017年业绩大增，钴量价存逻辑促业绩增长-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,国泰君安,002582,好想你,"好想你(002582)更新报告：董监高增持彰显信心,休闲食品龙头腾飞在即-180213",webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中金公司,300244,迪安诊断,"迪安诊断(300244)实验室获Metabolon认证,质谱检测更进一步-180213",webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中金公司,601933,永辉超市,"永辉超市(601933)年营收、净利表现靓丽,重申Top pick-180213",webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中信建投,300107,建新股份,建新股份（300107）热敏材料全产业链龙头，环保趋严下竞争凸显-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中信建投,002191,劲嘉股份,劲嘉股份（002191）股份回购诚意显，精品龙头业绩弹-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,华泰证券,600167,联美控股,联美控股(600167)清洁供暖龙头，异地扩张加速-180214,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,华泰证券,600056,中国医药,中国医药(600056)业绩稳健增长，坚持低位推荐-180214,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,光大证券,002609,捷顺科技,捷顺科技（002609）回购股份彰显信心，上海云鑫入股顺易通助力停车业务拓展-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,光大证券,002020,京新药业,京新药业（002020）瑞舒伐他汀顺利通过一致性评价，看好加速进口替代-180213,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中原证券,300248,新开普,新开普（300248）业绩符合预期，对外投资目标明确-180214,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,国泰君安,601933,永辉超市,"永辉超市(601933)2017年业绩快报点评：业绩符合预期,科技赋能驱动二次腾飞-180214",webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,中金公司,002120,韵达股份,韵达股份(002120)业绩快报略低于预期；高增长无虞-180214,webcache\20180214\webcache-20180302224220.html,51pdf,
2018-02-14,广发证券,300196,长海股份,长海股份（300196）拟进行A股回购激励员工，彰显公司发展信心-180214,webcache\20180214\webcache-20180302224221.html,51pdf,
2018-02-14,广发证券,601933,永辉超市,永辉超市（601933）成长如期提速，关注互联网转型及行业整合进程-180214,webcache\20180214\webcache-20180302224221.html,51pdf,
2018-02-14,广发证券,600282,南钢股份,南钢股份（600282）精益智造、降本增效助公司创上市以来最佳业绩-180213,webcache\20180214\webcache-20180302224221.html,51pdf,
