2017-10-25,华鑫证券  ,002590,万安科技 ,"推荐万安科技:业绩增速符合预期,智能化电动化布局优势显著"                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957652/index.phtml,sina,
2017-10-25,华鑫证券  ,002590,万安科技 ,"推荐万安科技:业绩增速符合预期,智能化电动化布局优势显著"                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957652/index.phtml,sina,
2017-10-25,东莞证券  ,002042,华孚时尚 ,"推荐华孚时尚2017年三季报点评:纱线业务稳增,网链业务高增拉动业绩实现快增"                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957650/index.phtml,sina,
2017-10-25,东北证券  ,600507,方大特钢 ,"推荐方大特钢:地条钢取缔效果显现,江西建材龙头季度利润创新高"                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957648/index.phtml,sina,
2017-10-25,东北证券  ,000911,南宁糖业 ,"报告期内京蓝沐禾先后中标南宁糖业、巴林右旗、凉城县、邹城市、托克托县、呼伦贝尔项目,9月又中标巨鹿县“田田通”项目,公司在河北地区市场竞争力和市场份额将进一步提升,目前公司在手订单丰厚,业绩增长可期"                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957646/index.phtml,sina,
2017-10-25,东北证券  ,000711,京蓝科技 ,"推荐京蓝科技:业绩爆发式增长,大环保布局逐渐成型"                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957646/index.phtml,sina,
2017-10-25,东北证券  ,000711,京蓝科技 ,"推荐京蓝科技:业绩爆发式增长,大环保布局逐渐成型"                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957646/index.phtml,sina,
2017-10-25,东北证券  ,002283,天润曲轴 ,"推荐天润曲轴:重卡行业持续景气,三季报略超预期"                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957640/index.phtml,sina,
2017-10-25,天风证券  ,002043,兔宝宝  ,"推荐兔宝宝:业绩符合预期,营业成本增幅明显毛利率承压,继续看好未来增长能力"                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957638/index.phtml,sina,
2017-10-25,天风证券  ,002043,兔宝宝  ,"推荐兔宝宝:业绩符合预期,营业成本增幅明显毛利率承压,继续看好未来增长能力"                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957638/index.phtml,sina,
2017-10-25,天风证券  ,002567,唐人神  ,"推荐唐人神:年出栏100万头生猪项目将启动,生猪养殖持续扩张!"                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957634/index.phtml,sina,
2017-10-25,东北证券  ,002658,雪迪龙  ,"推荐雪迪龙:业绩符合预期,超低排放与非电领域是增长点"                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957626/index.phtml,sina,
2017-10-25,东北证券  ,002658,雪迪龙  ,"推荐雪迪龙:业绩符合预期,超低排放与非电领域是增长点"                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957626/index.phtml,sina,
2017-10-25,东北证券  ,300616,尚品宅配 ,"推荐尚品宅配:营收加速增长,业绩符合预期"                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957622/index.phtml,sina,
2017-10-25,东北证券  ,300616,尚品宅配 ,"推荐尚品宅配:营收加速增长,业绩符合预期"                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3957622/index.phtml,sina,
