2017-11-16,中国民生银行股份,600016,民生银行 ,推荐中国民生银行每日人民币中间价预测                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986836/index.phtml,sina,
2017-11-16,财富证券    ,600346,恒力股份 ,"推荐恒力股份:涤纶业务定位高端,一体化布局稳步推进"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986773/index.phtml,sina,
2017-11-16,安信证券    ,002507,涪陵榨菜 ,"推荐涪陵榨菜:今岁露锋芒,未来亦清晰"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986761/index.phtml,sina,
2017-11-16,国信证券    ,603313,梦百合  ,"推荐梦百合:大股东再增持,彰显发展信心"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986744/index.phtml,sina,
2017-11-16,国信证券    ,603313,梦百合  ,"推荐梦百合:大股东再增持,彰显发展信心"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986744/index.phtml,sina,
2017-11-16,国海证券    ,002041,登海种业 ,"推荐登海种业动态研究:玉米回暖确定性增强,核心资产具备战略价值"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986724/index.phtml,sina,
2017-11-16,申万宏源    ,600233,圆通速递 ,"韵达快递精细化管理下降本增效带来了价格竞争优势,同时高品质服务增加了客户粘性,双向叠加维持了韵达38%的相对高增速,17年PE仅33倍具有较高性价比,长期看好;顺丰控股以其直营模式统领高端件市场,具有一定定价权,长期看有望通过业绩消化估值,圆通速递作为龙头之一,待年初爆仓影响消除增速有望回升快车道,建议关注"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986627/index.phtml,sina,
2017-11-16,申万宏源    ,002352,顺丰控股 ,"韵达快递精细化管理下降本增效带来了价格竞争优势,同时高品质服务增加了客户粘性,双向叠加维持了韵达38%的相对高增速,17年PE仅33倍具有较高性价比,长期看好;顺丰控股以其直营模式统领高端件市场,具有一定定价权,长期看有望通过业绩消化估值,圆通速递作为龙头之一,待年初爆仓影响消除增速有望回升快车道,建议关注"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986627/index.phtml,sina,
2017-11-16,申万宏源    ,600233,圆通速递 ,"韵达快递精细化管理下降本增效带来了价格竞争优势,同时高品质服务增加了客户粘性,双向叠加维持了韵达38%的相对高增速,17年PE仅33倍具有较高性价比,长期看好;顺丰控股以其直营模式统领高端件市场,具有一定定价权,长期看有望通过业绩消化估值,圆通速递作为龙头之一,待年初爆仓影响消除增速有望回升快车道,建议关注"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986627/index.phtml,sina,
2017-11-16,申万宏源    ,002352,顺丰控股 ,"韵达快递精细化管理下降本增效带来了价格竞争优势,同时高品质服务增加了客户粘性,双向叠加维持了韵达38%的相对高增速,17年PE仅33倍具有较高性价比,长期看好;顺丰控股以其直营模式统领高端件市场,具有一定定价权,长期看有望通过业绩消化估值,圆通速递作为龙头之一,待年初爆仓影响消除增速有望回升快车道,建议关注"                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986627/index.phtml,sina,
2017-11-16,浙商证券    ,002050,三花智控 ,"推荐三花智控点评报告:新能车热管理行业的隐形冠军,分享新能车盛宴"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3986613/index.phtml,sina,
