2018-01-25,海通证券,600104,上汽集团,上汽集团(600104)2017业绩预增+7％，看好龙头持续扩张、份额提升-180123,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,方正证券,603711,香飘飘,香飘飘(603711)深度报告：杯装奶茶领军者，拓展液态奶茶新品-180124,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,招商证券,002717,岭南园林,岭南园林(002717)变更名称彰显决心，“生态﹢文旅”时代起航-180123,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,招商证券,600019,宝钢股份,宝钢股份(600019)中国钢铁业核心资产，价值有望重估-180124,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,东吴证券,600702,舍得酒业,沱牌舍得(600702)白酒次高端价格带高速成长，舍得盈利弹性较大-180119,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,中金公司,300124,汇川技术,汇川技术(300124)Powertrains for electric trucks to be major near-term growth driver-180125,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,群益证券,002468,申通快递,申通快递(002468)公司涨价东风推动业绩迅速增长，四季度营收yoy+31%-180124,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,群益证券,600309,万华化学,万华化学(600309)2017年公司产品量价齐升，业绩同比预增200%-180123,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,德意志银行,300136,信维通信,"信维通信(300136)Still a high-growth company,despite slower progress in wireless charging-180124",webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,长江证券,601933,永辉超市,永辉超市(601933)科技赋能持续，加码管理输出-180124,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,财通证券,600584,长电科技,长电科技（600584）收购协同效应显现，封测龙头高速发展-180123,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,财通证券,300548,博创科技,博创科技（300548）有源空间逐步打开，无源有望回暖-180124,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,东北证券,603355,莱克电气,莱克电气（603355）自主品牌优势显著，内销市场前景广阔-180125,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,东北证券,603355,莱克电气,莱克电气（603355）汇兑损失拖累业绩，自主品牌保持高增长-180125,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,东北证券,002032,苏泊尔,苏泊尔（002032）品类扩张及海外订单支撑后续成长-180125,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,东北证券,300187,永清环保,永清环保（300187）收购康博补齐危废产业链，大额项目助长公司业绩-180125,webcache\20180125\webcache-20180302224658.html,51pdf,
2018-01-25,兴业证券,600779,水井坊,"水井坊(600779)产品与渠道协同,高增长仍将继续-180124",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,兴业证券,002717,岭南园林,岭南园林（002717）更名岭南股份，正式确立“大生态+泛游乐”双主业模式-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,兴业证券,600068,葛洲坝,葛洲坝（600068）2017业绩预告点评：投资收益厚增业绩，业绩增速符合预期-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,兴业证券,300450,先导智能,先导智能(300450)业绩预告基本符合预期，订单落地值得期待-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,天风证券,002236,大华股份,大华股份(002236)17年持续高增长，盈利质量优化-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,天风证券,600733,S*ST前锋,SST前锋(600733)北汽新能源：全球纯电动汽车龙头登陆A股-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,华泰证券,600585,海螺水泥,海螺水泥(600585)水泥龙头，价值典范-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,华泰证券,300472,新元科技,新元科技(300472)并购实施，智能装备新贵扬帆起航-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,天风证券,300207,欣旺达,欣旺达(300207)绩符合预期，预计各板块加速成长-180124,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,东方证券,000568,泸州老窖,泸州老窖（000568）国窖高增特曲回归，销售团队扩容渠道下沉渐进，看好公司弹性空间-180125,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,600970,中材国际,"中材国际(600970)Q4订单爆发全年近历史新高,拐点确定性增强-180124",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,601233,桐昆股份,"桐昆股份(601233)涤纶PTA景气共振,全年业绩同比预增55~61%-180122",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,300685,艾德生物,艾德生物(300685)受益精准医学和政策变革双重浪潮-180120,webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,300197,铁汉生态,"铁汉生态(300197)业绩高增+订单饱满,静待预期差扭转-180123",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,601021,春秋航空,"春秋航空(601021)高管增持提升信心,提价维持2018成长性-180124",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,601006,大秦铁路,"大秦铁路(601006)业绩趋于稳健增长,估值存在修复空间-180122",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,002659,凯文教育,"凯文教育(002659)强运营高壁垒,A股教育最纯标的正式启航-180123",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,601012,隆基股份,"隆基股份(601012)硅片三年规划显雄心,组件优势加速扩大-180121",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,600305,恒顺醋业,"恒顺醋业(600305)收入平稳增长,非经损益推动业绩或超预期-180124",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,国金证券,603030,全筑股份,"全筑股份(603030)业绩兑现超预期,订单翻倍来年可期-180121",webcache\20180125\webcache-20180302224659.html,51pdf,
2018-01-25,申万宏源,002380,科远股份,"科远股份(002380)获得武器装备质量管理体系认证证书,布局军工市场-180125",webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,申万宏源,600305,恒顺醋业,"恒顺醋业(600305)非经常性损益增厚全年利润,主营业务表现符合预期-180125",webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,中信证券,600779,水井坊,"水井坊(600779)2017年业绩预增公告点评：扣非业绩高增符合预期,理性看待诉讼事项-180125",webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,民生证券,600030,中信证券,中信证券(600030)2017年业绩快报点评：各项业务领先同业，护航业绩稳增长-180124,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,海通证券,000039,中集集团,中集集团(000039)借船出海，天达明天会更好-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,申万宏源,600884,杉杉股份,杉杉股份（600884）业绩略超申万宏源预期，受益投资收益确认叠加正极业务快速扩张-180124,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,申万宏源,000166,申万宏源,杉杉股份（600884）业绩略超申万宏源预期，受益投资收益确认叠加正极业务快速扩张-180124,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,申万宏源,601899,紫金矿业,紫金矿业(601899)业绩同比大幅增加，公司盈利长期可期，维持“买入”评级！-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,太平洋证券,300059,东方财富,东方财富（300059）市场景气度回升的极大受益者-180123,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,300098,高新兴,高新兴（300098）集团业务全面开花，长期稳健增长可期-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,300013,新宁物流,新宁物流(300013)拟收购嘉信仓储，横向拓展仓储业务-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,601155,新城控股,新城控股(601155)系列研报之八：业绩超预期，内生增长强劲，维持“买入”评级-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,601689,拓普集团,拓普集团(601689)2017年业绩预报点评：利润增长略低于预期，看好长期增长-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,000039,中集集团,中集集团(000039)空港业务整合迈出关键一步，企业价值有望提升-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,国信证券,600050,中国联通,中国联通(600050)董事会提前换届，加速与互联网股东合作-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
2018-01-25,东方证券,300009,安科生物,安科生物（300009）获得VEGF单抗临床批件，完善“一主两翼”布局-180125,webcache\20180125\webcache-20180302224700.html,51pdf,
